run_id,model,item_type,decision,item,reason
cs224n-2026-lecture03-neuralnets-8aae94ed0125,baseline,prerequisite,rejected,Neural Networks -> Shape and Parameters,"Parameter shapes and dimensionality are implementation and calculus details, not a clearly directional consequence of learning neural networks."
cs224n-2026-lecture03-neuralnets-8aae94ed0125,gpt55,prerequisite,rejected,Gradient Descent -> Backpropagation,"The dependency is reversed or at least not required: backpropagation computes gradients, which gradient descent then uses for parameter updates."
cs224n-2026-lecture04-rnnlm-590f0f50aaee,baseline,prerequisite,rejected,Neural Networks -> Language Models,"Language models are introduced independently through next-word prediction and n-grams; neural networks are one later implementation approach, not a prerequisite for the general concept."
cs224n-2026-lecture04-rnnlm-590f0f50aaee,baseline,prerequisite,rejected,Neural Networks -> Machine Translation,"The source discusses neural machine translation, but machine translation as a task does not directionally require neural networks."
cs224n-2026-lecture04-rnnlm-590f0f50aaee,baseline,prerequisite,rejected,Sequence Models -> Language Models,The lecture introduces language modeling first and then uses RNN/sequence architectures to model it; this direction is not supported.
cs224n-2026-lecture04-rnnlm-590f0f50aaee,baseline,prerequisite,rejected,Training Techniques -> Model Evaluation,"Training procedures and perplexity evaluation are both covered, but the source does not establish training techniques as a learning prerequisite for evaluation."
cs224n-2026-lecture04-rnnlm-590f0f50aaee,baseline,prerequisite,rejected,Neural Networks -> Gradient Issues,"The discussed vanishing and exploding gradients are specifically consequences of recurrent training and backpropagation through time, not a general dependency on neural networks alone."
cs224n-2026-lecture04-rnnlm-590f0f50aaee,baseline,prerequisite,rejected,Language Processing -> Machine Translation,"Machine translation is an NLP task, but this is a task-category relationship rather than a strong directional prerequisite."
cs224n-2026-lecture05-transformers-0e9017f9dbd8,baseline,topic,unsupported,Dimensionality Reduction,"The source discusses vector dimensions and attention-head dimensions, but not dimensionality reduction as a learning concept."
cs224n-2026-lecture05-transformers-0e9017f9dbd8,baseline,prerequisite,rejected,Neural Networks -> Attention Mechanisms,The source presents attention as a general weighted-averaging technique; neural-network implementation alone does not establish a strong directional prerequisite.
cs224n-2026-lecture05-transformers-0e9017f9dbd8,baseline,prerequisite,rejected,Training Techniques -> Output Generation,"Training methods such as gradient clipping and normalization improve optimization, but are not conceptual prerequisites for generating model outputs."
cs224n-2026-lecture05-transformers-0e9017f9dbd8,gpt55,topic,unsupported,Dimensionality Reduction,"The lecture discusses vector dimensions and attention-head dimensionality, but not dimensionality-reduction methods or objectives."
cs224n-2026-lecture05-transformers-0e9017f9dbd8,gpt55,prerequisite,rejected,Neural Networks -> Transformers,"The source identifies Transformers as neural-network architectures, but this is a category relationship rather than a specifically established directional learning dependency."
cs224n-2026-lecture06-final-project-b7818dcc886c,baseline,prerequisite,rejected,Model Training -> Training Models,These are effectively the same concept rather than a directional prerequisite relationship.
cs224n-2026-lecture06-final-project-b7818dcc886c,baseline,prerequisite,rejected,Neural Networks -> Attention Mechanisms,"Attention is used within neural architectures, but the source does not establish general neural-network knowledge as a strong prerequisite for learning attention."
cs224n-2026-lecture06-final-project-b7818dcc886c,baseline,prerequisite,rejected,Experimental Strategies -> Model Training,"Experimental strategies guide debugging and training practice, but they are not a prerequisite concept for model training itself."
cs224n-2026-lecture06-final-project-b7818dcc886c,gpt55,prerequisite,rejected,Neural Networks -> Attention Mechanisms,Attention is presented specifically through Transformer self-attention and cross-attention; the source does not establish generic neural-network knowledge as a direct prerequisite.
cs224n-2026-lecture06-final-project-b7818dcc886c,gpt55,prerequisite,rejected,Deep Learning -> Attention Mechanisms,"The source discusses attention within Transformers, but does not state that general deep-learning knowledge is a required learning dependency for attention."
cs224n-2026-lecture08-posttraining-f71e4c3743c8,baseline,prerequisite,rejected,Reinforcement Learning -> Dialog Systems,"RLHF is used for the presented ChatGPT-style dialog agent, but reinforcement learning is not a general prerequisite for understanding dialog systems."
cs224n-2026-lecture08-posttraining-f71e4c3743c8,baseline,prerequisite,rejected,Human Feedback -> Limitations in Learning,"Human feedback is discussed as both a signal and a source of unreliability, not as a prerequisite for learning limitations."
cs224n-2026-lecture09-peft-c94167e219b5,baseline,prerequisite,rejected,Model Tuning -> Learning Efficiency,"Efficiency motivates PEFT and other adaptation methods, but model tuning is not a necessary conceptual prerequisite for efficiency."
cs224n-2026-lecture09-peft-c94167e219b5,baseline,prerequisite,rejected,Reinforcement Learning -> Learning Adaptation,"RLHF/DPO is one adaptation-related topic, but reinforcement learning is not required for the broader adaptation methods presented."
cs224n-2026-lecture09-peft-c94167e219b5,baseline,prerequisite,rejected,Demonstration Learning -> Learning Adaptation,"Few-shot demonstrations are a prompting method, not a prerequisite for adaptation approaches such as PEFT, pruning, or adapters."
cs224n-2026-lecture09-peft-c94167e219b5,baseline,prerequisite,rejected,Model Tuning -> Sparsity Techniques,Pruning is a particular sparsity-based adaptation technique rather than a concept that depends on general model tuning.
cs224n-2026-lecture09-peft-c94167e219b5,baseline,prerequisite,rejected,Neural Network Concepts -> Emergent Abilities,"The source attributes emergent abilities primarily to language-model scale and prompting behavior, not to neural-network concepts generally."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,topic,unsupported,Reinforcement Learning,"The source discusses natural-language feedback and rejection-sampling fine-tuning, but does not present reinforcement learning as a learning concept."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,topic,unsupported,Knowledge Adapters,"The source discusses adapters and language adapters, but does not define or use the term “Knowledge Adapters.”"
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Deep Learning -> Language Models,"Although both are in the lecture context, the source does not establish this as a taught directional dependency."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Reinforcement Learning -> Agent Systems,Reinforcement learning is not substantively covered as an approach for building the presented agent systems.
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Agent Systems -> Agent Reasoning,"Reasoning is presented as a component of language agents, not as a prerequisite relationship from agent systems."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Language Models -> Question Answering,"Question answering is presented through conventional, neural, retriever-reader, and zero-shot LLM approaches; language models are not a necessary prerequisite for the general concept."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Retrieval Models -> Question Answering,"Retrieval is important for open-domain QA and RAG, but not for question answering generally, including the reading-comprehension formulation."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Web Environment -> Agent Systems,Web environments are one application setting for agents rather than a foundational learning prerequisite for agent systems.
cs224n-2026-lecture10-rag-agents-2e97edb678d2,baseline,prerequisite,rejected,Knowledge Adapters -> Language Models,"The source discusses adapters as modules inserted into pre-trained models; moreover, “Knowledge Adapters” is not a supported source term."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,gpt55,topic,unsupported,Reinforcement Learning,"The lecture mentions Reflexion and natural-language feedback, but does not substantively introduce reinforcement learning as a learning concept."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,gpt55,topic,unsupported,Knowledge Adapters,"The source discusses task and language adapters, but does not define or present a distinct concept called knowledge adapters."
cs224n-2026-lecture10-rag-agents-2e97edb678d2,gpt55,prerequisite,rejected,Agent Systems -> Agent Reasoning,"Reasoning is presented as one component of language agents, but this is a component/hierarchy relation rather than a strong prerequisite; reasoning can also be studied independently for LLMs."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,topic,unsupported,Neural Networks,"Neural models are mentioned incidentally, but neural-network architecture or learning is not a substantive topic of the lecture."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Model Training -> Evaluation Metrics,"Training may precede evaluating a particular model, but it is not a conceptual prerequisite for learning evaluation metrics."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Neural Networks -> Model Training,"This dependency is not established by the source, which does not teach neural-network fundamentals."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Natural Language Understanding -> Evaluation Metrics,"NLU is an application domain for some evaluations, not a prerequisite for the general topic of evaluation metrics."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Bias in Machine Learning -> Evaluation Metrics,"The lecture treats spurious bias as a benchmark-design concern, not as a prerequisite to evaluation metrics."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Divergence Metrics -> Evaluation Metrics,Divergence metrics are a category of evaluation metric; this is a taxonomic relation rather than a prerequisite.
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Adversarial Testing -> Evaluation Metrics,"Adversarial benchmarks may use metrics, but adversarial testing is not required to understand evaluation metrics generally."
cs224n-2026-lecture11-evaluation-93703513bbd4,baseline,prerequisite,rejected,Complexity in Evaluation -> Evaluation Metrics,Grading complexity characterizes answer types and evaluation settings rather than serving as a prerequisite for metrics.
cs224n-2026-lecture11-evaluation-93703513bbd4,gpt55,topic,unsupported,Neural Networks,"Neural models are mentioned incidentally, but neural-network architecture or learning is not substantively covered."
cs224n-2026-lecture11-evaluation-93703513bbd4,gpt55,topic,unsupported,Model Training,"Pretraining and trained evaluation models are mentioned, but model training is not developed as a learning topic."
cs224n-2026-lecture11-evaluation-93703513bbd4,gpt55,prerequisite,rejected,Evaluation Metrics -> Complexity in Evaluation,"Evaluation complexity also arises from answer types, human judgment, prompt sensitivity, contamination, and benchmark design; it does not strongly require prior mastery of metrics alone."
cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,baseline,prerequisite,rejected,Neural Networks -> Training Strategies,"Neural networks are discussed as model architectures, but the source does not establish them as a specific prerequisite for the training-strategy material."
cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,baseline,prerequisite,rejected,Training Strategies -> Model Evaluation,"Training and evaluation are related, but evaluation does not depend directionally on understanding training strategies."
cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,baseline,prerequisite,rejected,Reasoning Techniques -> Reasoning in Language Processing,This is a broad topical hierarchy/application relationship rather than a strong learning dependency.
cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,baseline,prerequisite,rejected,Reinforcement Learning -> Reasoning Techniques,"The lecture shows that RL can induce or improve reasoning, but understanding reasoning techniques is not presented as requiring RL."
cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,baseline,prerequisite,rejected,Complexity Analysis -> Sampling Methods,"Complexity may help compare decoding methods, but it is not required to understand sampling methods."
cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,gpt55,prerequisite,rejected,Reasoning Techniques -> Reasoning in Language Processing,"The source discusses reasoning specifically in language models, but does not establish a general reasoning-techniques foundation as a required prerequisite for this topic."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,topic,unsupported,Contextual Learning,"The source discusses context windows and long-context modeling, but does not present contextual learning as a distinct learning concept."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,prerequisite,rejected,Natural Language Processing -> Contextual Learning,"The target concept is not distinctly supported, and NLP is not established as a direct prerequisite for it."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,prerequisite,rejected,Reinforcement Learning -> Policy Distillation,"The lecture compares on-policy distillation with RL, but does not establish RL as a necessary prerequisite for understanding distillation."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,prerequisite,rejected,Training Methods -> Model Optimization,"This is a broad association rather than a specific, directional learning dependency supported by the source."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,prerequisite,rejected,Scaling Techniques -> Model Optimization,"Scaling is discussed as an approach to performance improvement, not as a prerequisite for model optimization as a concept."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,prerequisite,rejected,Decoding Techniques -> Natural Language Processing,"Decoding is an NLP-related technique, but using it does not constitute a prerequisite for learning NLP generally."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,baseline,prerequisite,rejected,Positional Embeddings -> Natural Language Processing,"Positional embeddings are a component used in language models, not a prerequisite for the broader field of NLP."
cs224n-2026-lecture13-reasoning-part2-9be210e8836e,gpt55,topic,unsupported,Contextual Learning,"The source discusses long-context processing and context windows, not contextual learning as a distinct learning method or concept."
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,baseline,topic,unsupported,Neural Networks,The lecture mentions Transformers but does not substantively teach neural-network concepts.
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,baseline,topic,unsupported,Model Evaluation,"Evaluation is mentioned in passing for low-resource NLP and reported results, but no evaluation methods are taught."
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,baseline,prerequisite,rejected,Tokenization -> Text Representation,"Tokenization is itself one form of text representation, rather than a clearly prior concept to the broader topic."
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,baseline,prerequisite,rejected,Text Representation -> Encoding Techniques,"The source relates tokenization, token IDs, and embeddings, but does not establish this broad directional learning dependency."
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,baseline,prerequisite,rejected,Neural Networks -> Training Techniques,Neither neural-network training nor a dependency from neural networks to training techniques is taught.
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,baseline,prerequisite,rejected,Training Techniques -> Model Evaluation,The lecture does not teach model-evaluation methodology or establish evaluation as dependent on training techniques.
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,gpt55,topic,unsupported,Neural Networks,"Transformers are mentioned as the architecture of multilingual LMs, but neural-network methods are not substantively taught."
cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,gpt55,topic,unsupported,Model Evaluation,"The lecture reports evaluation outcomes and benchmarks, but does not cover evaluation methods as a learning topic."
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,baseline,topic,unsupported,Hypothesis Generation,The lecture discusses hypotheses about hallucination but does not teach hypothesis generation as a learning concept.
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,baseline,prerequisite,rejected,Model Training -> Feedback Mechanisms,"The source presents feedback, particularly human or AI feedback, as an input to training rather than a capability that depends on model training."
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,baseline,prerequisite,rejected,Hypothesis Generation -> Model Training,No instructional dependency from hypothesis generation to model training is established in the source.
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,baseline,prerequisite,rejected,Language Models -> Creativity in AI,"Language models are used for AI-assisted writing and ideation, but this is an application relationship rather than a strong prerequisite."
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,gpt55,topic,unsupported,Hypothesis Generation,"The source discusses hypotheses for hallucination, but does not present hypothesis generation as a learning concept."
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,gpt55,prerequisite,rejected,Model Training -> Calibrated Models,"The source defines calibration and discusses its relationship to training methods, but does not establish general model training as a strong prerequisite for learning calibrated models."
cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,gpt55,prerequisite,rejected,Model Training -> Language Models,"Language-model training is mentioned, but the lecture does not frame general model training as a required conceptual prerequisite for language models."
cs224n-2026-lecture19-open-questions-f6d8d31e8a6f,baseline,topic,unsupported,Chinese AI Contributions,"China and Alibaba are mentioned only as ecosystem context, not as a substantive learning topic."
cs224n-2026-lecture19-open-questions-f6d8d31e8a6f,baseline,prerequisite,rejected,Model Training -> Data Pretraining,"Pretraining is a type or stage of model training, so this is a hierarchy rather than a prerequisite dependency in the stated direction."
cs224n-2026-lecture19-open-questions-f6d8d31e8a6f,baseline,prerequisite,rejected,Predictive Modeling -> Model Training,"The source presents prediction as an outcome/objective of training, not as knowledge required before model training."
cs224n-2026-lecture19-open-questions-f6d8d31e8a6f,baseline,prerequisite,rejected,Reinforcement Learning -> Model Training,Reinforcement learning is itself a training paradigm; the relation is taxonomic rather than a strong prerequisite.
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,baseline,topic,unsupported,Sampling Techniques,"Rejection sampling is mentioned, but sampling techniques are not developed as a learning topic."
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,baseline,topic,unsupported,Model Discussions,"The source contains discussion sections, but this is not a substantive ML learning concept."
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,baseline,prerequisite,rejected,Training Models -> Model Evaluation,"Training and evaluation are related, but understanding model training is not a necessary prerequisite for learning model evaluation."
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,baseline,prerequisite,rejected,Language Models -> Assistant Conversations,"Assistant conversations are training/evaluation data artifacts, not a concept that directionally depends on language models."
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,baseline,prerequisite,rejected,Model Characteristics -> Model Evaluation,"Model characteristics may inform evaluation, but they are not a strong prerequisite for understanding evaluation."
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,baseline,prerequisite,rejected,Sampling Techniques -> Training Models,The source does not establish sampling techniques as a necessary foundation for model training.
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,gpt55,topic,unsupported,Training Models,Too generic to represent a distinct learning concept; the source discusses specific training methods instead.
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,gpt55,topic,unsupported,Model Characteristics,"A generic category rather than a substantive concept, despite the source listing characteristics of DPO."
cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,gpt55,topic,unsupported,Model Discussions,Not a meaningful technical learning concept in the source.
dls_2016-562b4445509a,baseline,topic,unsupported,Backpropagation,"The source discusses training and forward propagation, but does not mention backpropagation."
dls_2016-562b4445509a,baseline,topic,unsupported,General Concepts,"This is too vague to denote a meaningful, source-grounded learning concept."
dls_2016-562b4445509a,baseline,prerequisite,rejected,Neural Networks -> Activation Functions,"Activation functions are components used in neural networks, but neural networks are not a prerequisite for learning activation functions."
dls_2016-562b4445509a,baseline,prerequisite,rejected,Neural Networks -> Layer Structures,"Layer structure is foundational to neural-network architecture, so the proposed direction is not supported."
dls_2016-562b4445509a,baseline,prerequisite,rejected,Layer Structures -> Prediction Layers,This is primarily a type-of-layer relationship rather than a strong directional prerequisite.
dls_2016-562b4445509a,baseline,prerequisite,rejected,Training Techniques -> Backpropagation,"Backpropagation is not discussed in the source, and it is not a downstream topic of generic training techniques."
dls_2016-562b4445509a,baseline,prerequisite,rejected,Training Techniques -> Loss Functions,"Loss or cost functions define training objectives and are conceptually prior to many training procedures, not consequences of them."
dls_2016-562b4445509a,baseline,prerequisite,rejected,Loss Functions -> Model Evaluation,The reported evaluation uses validation accuracy and top-5 error; model evaluation does not generally require loss functions.
dls_2016-562b4445509a,baseline,prerequisite,rejected,Neural Networks -> Mapping Functions,"The random mapping functions are mathematical constructions used by the Net 2 Wider Net procedure, not a topic requiring neural networks as a prerequisite."
dls_2016-562b4445509a,baseline,prerequisite,rejected,Neural Networks -> General Concepts,"General Concepts is not a specific source-grounded target, and the relation is not meaningful."
dls_2016-562b4445509a,gpt55,topic,unsupported,Backpropagation,"The text discusses training, gradients, and forward propagation, but does not present backpropagation."
dls_2016-562b4445509a,gpt55,topic,unsupported,General Concepts,"This is too vague to identify a meaningful, source-grounded learning concept."
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Mapping Functions -> Neural Networks,The source uses mapping functions for Net2Wider remapping; it does not establish general mappings as a prerequisite for neural networks.
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Neural Networks -> Layer Structures,"This is primarily a structural containment relationship, not a distinct directional learning dependency."
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Loss Functions -> Training Techniques,"Loss functions are mentioned in a feature-prediction experiment, but are not established as a prerequisite for all discussed training techniques."
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Neural Networks -> Backpropagation,Backpropagation is not covered as a source concept.
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Activation Functions -> Backpropagation,Backpropagation is not presented in the source.
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Loss Functions -> Backpropagation,Backpropagation is not presented in the source.
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Layer Structures -> Backpropagation,Backpropagation is not presented in the source.
dls_2016-562b4445509a,gpt55,prerequisite,rejected,Training Techniques -> Learning Strategies,The terms overlap broadly; the source does not establish a strong prerequisite ordering between them.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,drone technology advancements,The source discusses a drone-delivery agent but does not discuss technological advancements in drones.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,machine learning models,Models are mentioned only in the slide title; machine-learning models are not developed as a learning topic.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,learning assignments in education,"The group activity is an instructional format, not a substantive learning concept."
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,learning methodologies in lectures,No lecture-learning methodology is presented.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,drone fleet management,"The source mentions another approaching drone, but not fleet coordination or fleet management."
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,real-time data processing for drones,The source lists sensor observations but does not discuss real-time data-processing methods.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,deep learning for image recognition in drones,"Cameras are listed as possible sensors, but drone image recognition is not described."
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,adaptive learning systems in AI,"The source discusses agent behavior under changing conditions, not adaptive learning systems as a topic."
dl___final_lecture___design_engineering-e751bcf4b967,baseline,topic,unsupported,lecture-based learning strategies,No learning strategies for attending lectures are discussed.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,prerequisite,rejected,deep learning algorithms -> deep learning for image recognition in drones,The target topic is not supported; the source does not describe drone image recognition.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,prerequisite,rejected,learning agents in AI -> reinforcement learning for autonomous systems,"Reinforcement learning is a learning method that can be used for agents, not a type of learning agent; this framing is not a strong prerequisite relation."
dl___final_lecture___design_engineering-e751bcf4b967,baseline,prerequisite,rejected,machine learning models -> deep learning algorithms,This is a broad taxonomy claim rather than a source-supported directional learning prerequisite.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,prerequisite,rejected,drone technology advancements -> drone delivery systems,Drone technology advancements are not discussed in the source.
dl___final_lecture___design_engineering-e751bcf4b967,baseline,prerequisite,rejected,drone fleet management -> autonomous drone applications in logistics,"Fleet management is not covered, and it is not established as a prerequisite for the delivery-agent task."
dl___final_lecture___design_engineering-e751bcf4b967,baseline,prerequisite,rejected,real-time data processing for drones -> autonomous drone navigation,Real-time data processing is not discussed as a concept or established as a learning dependency.
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,drone technology advancements,"The source describes a drone-delivery agent scenario, not advances in drone technology."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,machine learning models,Models are mentioned only in a heading; no machine-learning model concept is developed.
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,learning assignments in education,"The lecture includes a group activity, but does not discuss educational learning assignments as a concept."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,learning methodologies in lectures,No lecture pedagogy or learning methodology is presented.
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,drone fleet management,"The source mentions another approaching drone, but not coordinating or managing a drone fleet."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,real-time data processing for drones,"Drone sensors and observations are listed, but real-time processing is not specified."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,deep learning for image recognition in drones,"Camera or lidar observations are mentioned, but no image-recognition method is described."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,adaptive learning systems in AI,"The source asks learners to select a learning method, but does not discuss adaptive learning systems."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,topic,unsupported,lecture-based learning strategies,No learning strategies for lecture participants are presented.
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,prerequisite,rejected,learning agents in AI -> reinforcement learning for autonomous systems,"Both agents and reinforcement learning are present, but the source does not establish this instructional dependency."
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,prerequisite,rejected,deep learning algorithms -> deep learning for image recognition in drones,The target topic is not supported; the source does not describe drone image recognition.
dl___final_lecture___design_engineering-e751bcf4b967,gpt55,prerequisite,rejected,real-time data processing for drones -> autonomous drone navigation,Real-time drone data processing is not stated in the source.
dl___lecture_6___design_engineering-fb7c77f387de,baseline,topic,unsupported,learning whynotusea in neural networks,"""whynotusea"" is an OCR artifact from the question ""Why not use a LNN?"", not a learning concept."
dl___lecture_6___design_engineering-fb7c77f387de,baseline,topic,unsupported,whynotusea in the context of LNNs,"""whynotusea"" is not a valid concept name; the source instead discusses drawbacks of linear neural networks for images."
dl___lecture_6___design_engineering-fb7c77f387de,baseline,topic,unsupported,specific examples of learning applications,This is too vague to identify a distinct learning concept in the source.
dl___lecture_6___design_engineering-fb7c77f387de,baseline,topic,unsupported,learning lectures on advanced neural network topics,This describes the format or metadata of the resource rather than a learning concept.
dl___lecture_6___design_engineering-fb7c77f387de,baseline,topic,unsupported,whynotusea as a critique of existing models,"""whynotusea"" is an OCR artifact and does not denote a source concept."
dl___lecture_6___design_engineering-fb7c77f387de,baseline,prerequisite,rejected,foundational concepts in learning theory -> feature selection techniques in learning models,"The source discusses feature/model selection using prior problem information, but does not establish a strong directional dependency from this broad topic."
dl___lecture_6___design_engineering-fb7c77f387de,baseline,prerequisite,rejected,learning pooling strategies in convolutional networks -> convolutional layer design and optimization,Pooling follows convolutional layers in the presented architecture; it is not a prerequisite for understanding convolutional-layer design.
dl___lecture_6___design_engineering-fb7c77f387de,baseline,prerequisite,rejected,analyzing image data with LNNs and potential losses -> deep learning architectures and applications,"The LNN discussion motivates CNNs for images, but is not a necessary prerequisite for the broad topic of deep-learning architectures and applications."
dl___lecture_6___design_engineering-fb7c77f387de,baseline,prerequisite,rejected,whynotusea in the context of LNNs -> whynotusea as a critique of existing models,Both endpoints are malformed OCR-artifact concepts and therefore cannot form a valid prerequisite relation.
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,topic,unsupported,learning whynotusea in neural networks,"""Whynotusea"" is an OCR-corrupted heading rather than a meaningful concept."
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,topic,unsupported,whynotusea in the context of LNNs,"""Whynotusea"" is not a valid concept name; the source discusses disadvantages of linear neural networks for images."
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,topic,unsupported,specific examples of learning applications,This is too vague and does not identify a distinct learning concept from the source.
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,topic,unsupported,learning lectures on advanced neural network topics,This describes the lecture format rather than a learning concept.
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,topic,unsupported,whynotusea as a critique of existing models,"""Whynotusea"" is an OCR artifact, not a source-supported concept."
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,prerequisite,rejected,neural networks and their training methodologies -> convolutional layer design and optimization,General training methodology is relevant but is not a necessary prerequisite for understanding convolutional-layer structure and hyperparameters.
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,prerequisite,rejected,convolutional layer design and optimization -> learning pooling strategies in convolutional networks,"The source places pooling after convolution in an architecture, but this sequencing alone does not establish a strong learning dependency."
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,prerequisite,rejected,neural networks and their training methodologies -> learning lectures on advanced neural network topics,The target is not a valid learning concept.
dl___lecture_6___design_engineering-fb7c77f387de,gpt55,prerequisite,rejected,neural networks and their training methodologies -> whynotusea as a critique of existing models,"The target is an OCR-corrupted, unsupported concept."
dl___week_1___design_engineering-2-4b5a4de9201e,baseline,topic,unsupported,Design Engineering,"It appears in the course title and school affiliation, but is not presented as a learning topic."
